timestamp,symbol,price,bid,ask,bid_size,ask_size,volume
2024-01-02T09:30:00,AAPL,181.880941,181.862753,181.899129,316.93,336.34,144.89
2024-01-02T09:30:00,MSFT,374.021421,373.984019,374.058824,114.97,319.15,126.24
2024-01-02T09:30:00,GOOGL,140.02444,140.010438,140.038443,433.21,141.55,144.98
2024-01-02T09:30:00.100000,AAPL,181.911788,181.893597,181.92998,427.47,477.69,72.31
2024-01-02T09:30:00.100000,MSFT,374.181392,374.143974,374.21881,386.43,322.27,190.26
2024-01-02T09:30:00.100000,GOOGL,140.021064,140.007062,140.035066,140.66,129.09,155.07
2024-01-02T09:30:00.200000,AAPL,181.918152,181.89996,181.936344,476.7,216.58,77.82
2024-01-02T09:30:00.200000,MSFT,374.11324,374.075829,374.150651,178.72,374.08,164.22
2024-01-02T09:30:00.200000,GOOGL,140.079962,140.065954,140.09397,76.44,52.24,196.81
2024-01-02T09:30:00.300000,AAPL,181.934374,181.916181,181.952567,235.31,330.02,134.06
2024-01-02T09:30:00.300000,MSFT,374.177101,374.139684,374.214519,449.53,56.44,105.1
2024-01-02T09:30:00.300000,GOOGL,140.088828,140.074819,140.102836,399.83,322.02,105.04
2024-01-02T09:30:00.400000,AAPL,181.856324,181.838138,181.874509,191.76,194.2,24.0
2024-01-02T09:30:00.400000,MSFT,374.065051,374.027644,374.102457,158.44,175.87,144.51
2024-01-02T09:30:00.400000,GOOGL,140.106982,140.092972,140.120993,67.62,61.72,19.29
2024-01-02T09:30:00.500000,AAPL,181.825579,181.807396,181.843761,157.13,262.08,191.82
2024-01-02T09:30:00.500000,MSFT,374.075565,374.038157,374.112972,423.38,281.02,37.92
2024-01-02T09:30:00.500000,GOOGL,140.078241,140.064233,140.092249,342.44,452.74,123.81
2024-01-02T09:30:00.600000,AAPL,181.877738,181.85955,181.895925,239.09,211.96,110.11
2024-01-02T09:30:00.600000,MSFT,374.146301,374.108887,374.183716,361.45,381.83,136.3
2024-01-02T09:30:00.600000,GOOGL,140.170494,140.156477,140.184511,74.21,115.77,58.55
2024-01-02T09:30:00.700000,AAPL,181.88365,181.865462,181.901838,164.21,257.06,161.3
2024-01-02T09:30:00.700000,MSFT,374.042111,374.004707,374.079515,275.81,184.5,50.8
2024-01-02T09:30:00.700000,GOOGL,140.170926,140.156909,140.184943,193.82,217.11,161.38
2024-01-02T09:30:00.800000,AAPL,182.003221,181.985021,182.021421,117.59,189.7,114.0
2024-01-02T09:30:00.800000,MSFT,373.90829,373.870899,373.945681,121.82,274.95,157.28
2024-01-02T09:30:00.800000,GOOGL,140.218528,140.204506,140.23255,354.78,110.12,110.8
2024-01-02T09:30:00.900000,AAPL,181.979849,181.961651,181.998047,291.53,114.8,103.78
2024-01-02T09:30:00.900000,MSFT,374.139225,374.101812,374.176639,301.35,353.92,108.28
2024-01-02T09:30:00.900000,GOOGL,140.170362,140.156345,140.184379,339.12,350.71,70.63
2024-01-02T09:30:01,AAPL,181.852876,181.834691,181.871061,334.12,247.47,119.38
2024-01-02T09:30:01,MSFT,374.056613,374.019208,374.094019,457.8,72.9,45.69
2024-01-02T09:30:01,GOOGL,140.229159,140.215136,140.243182,127.07,221.68,160.22
2024-01-02T09:30:01.100000,AAPL,181.811219,181.793038,181.8294,210.62,151.64,79.25
2024-01-02T09:30:01.100000,MSFT,374.054832,374.017427,374.092238,179.88,79.8,137.09
2024-01-02T09:30:01.100000,GOOGL,140.220462,140.20644,140.234484,477.25,145.8,21.38
2024-01-02T09:30:01.200000,AAPL,181.852476,181.83429,181.870661,84.58,189.14,19.84
2024-01-02T09:30:01.200000,MSFT,374.073134,374.035726,374.110541,232.7,190.95,131.48
2024-01-02T09:30:01.200000,GOOGL,140.260611,140.246585,140.274637,155.71,82.02,107.99
2024-01-02T09:30:01.300000,AAPL,181.80604,181.787859,181.82422,107.66,497.47,30.7
2024-01-02T09:30:01.300000,MSFT,373.927898,373.890505,373.965291,393.34,477.17,181.46
2024-01-02T09:30:01.300000,GOOGL,140.168654,140.154637,140.18267,344.34,168.25,37.69
2024-01-02T09:30:01.400000,AAPL,181.894619,181.87643,181.912809,71.75,269.65,169.15
2024-01-02T09:30:01.400000,MSFT,373.735279,373.697906,373.772653,82.3,120.83,50.2
2024-01-02T09:30:01.400000,GOOGL,140.142431,140.128416,140.156445,375.96,178.97,158.07
2024-01-02T09:30:01.500000,AAPL,181.877219,181.859031,181.895407,277.71,265.33,147.41
2024-01-02T09:30:01.500000,MSFT,373.73562,373.698246,373.772993,253.5,76.95,146.25
2024-01-02T09:30:01.500000,GOOGL,140.095245,140.081235,140.109254,55.43,290.58,164.23
2024-01-02T09:30:01.600000,AAPL,181.839072,181.820888,181.857256,401.74,359.67,25.95
2024-01-02T09:30:01.600000,MSFT,373.96231,373.924913,373.999706,255.94,104.69,138.94
2024-01-02T09:30:01.600000,GOOGL,140.094961,140.080951,140.10897,152.25,417.34,94.47
2024-01-02T09:30:01.700000,AAPL,181.809114,181.790933,181.827295,69.46,391.29,91.12
2024-01-02T09:30:01.700000,MSFT,373.861102,373.823716,373.898488,486.48,272.62,64.95
2024-01-02T09:30:01.700000,GOOGL,140.065554,140.051547,140.07956,135.31,71.51,39.89
2024-01-02T09:30:01.800000,AAPL,181.794512,181.776333,181.812692,344.92,195.16,34.42
2024-01-02T09:30:01.800000,MSFT,373.69144,373.654071,373.728809,369.1,172.56,129.88
2024-01-02T09:30:01.800000,GOOGL,140.05654,140.042534,140.070545,469.67,245.07,140.21
2024-01-02T09:30:01.900000,AAPL,181.827271,181.809088,181.845454,433.16,64.71,34.6
2024-01-02T09:30:01.900000,MSFT,373.665599,373.628232,373.702965,338.08,186.24,188.32
2024-01-02T09:30:01.900000,GOOGL,140.09987,140.08586,140.11388,309.72,316.59,23.02
2024-01-02T09:30:02,AAPL,181.874387,181.8562,181.892575,164.19,344.1,130.06
2024-01-02T09:30:02,MSFT,373.608733,373.571372,373.646094,437.57,184.2,110.99
2024-01-02T09:30:02,GOOGL,140.111565,140.097554,140.125576,66.16,302.01,102.58
2024-01-02T09:30:02.100000,AAPL,181.990434,181.972235,182.008633,163.11,281.57,141.85
2024-01-02T09:30:02.100000,MSFT,373.347709,373.310374,373.385043,341.95,132.62,189.02
2024-01-02T09:30:02.100000,GOOGL,140.115327,140.101315,140.129338,290.59,395.46,22.94
2024-01-02T09:30:02.200000,AAPL,181.815296,181.797114,181.833477,52.89,355.0,123.98
2024-01-02T09:30:02.200000,MSFT,373.278488,373.24116,373.315816,379.47,282.01,44.59
2024-01-02T09:30:02.200000,GOOGL,140.20599,140.19197,140.220011,405.78,140.37,111.96
2024-01-02T09:30:02.300000,AAPL,181.920606,181.902414,181.938798,180.84,67.76,51.19
2024-01-02T09:30:02.300000,MSFT,373.180725,373.143407,373.218043,266.94,476.33,78.03
2024-01-02T09:30:02.300000,GOOGL,140.240852,140.226828,140.254876,433.94,65.47,115.43
2024-01-02T09:30:02.400000,AAPL,182.003941,181.98574,182.022141,407.1,431.26,187.62
2024-01-02T09:30:02.400000,MSFT,373.064438,373.027131,373.101744,186.88,411.3,131.61
2024-01-02T09:30:02.400000,GOOGL,140.20511,140.19109,140.219131,120.73,193.74,113.08
2024-01-02T09:30:02.500000,AAPL,182.057535,182.039329,182.075741,225.81,295.87,111.08
2024-01-02T09:30:02.500000,MSFT,373.075184,373.037876,373.112491,473.9,136.42,157.5
2024-01-02T09:30:02.500000,GOOGL,140.151166,140.137151,140.165182,492.07,250.88,163.2
2024-01-02T09:30:02.600000,AAPL,181.935193,181.917,181.953387,55.6,139.23,157.43
2024-01-02T09:30:02.600000,MSFT,373.231628,373.194305,373.268951,282.45,288.07,60.06
2024-01-02T09:30:02.600000,GOOGL,140.182824,140.168805,140.196842,90.47,438.8,39.65
2024-01-02T09:30:02.700000,AAPL,181.856466,181.838281,181.874652,363.9,420.27,48.15
2024-01-02T09:30:02.700000,MSFT,373.114411,373.077099,373.151722,315.69,220.25,168.28
2024-01-02T09:30:02.700000,GOOGL,140.168343,140.154327,140.18236,429.87,260.22,165.24
2024-01-02T09:30:02.800000,AAPL,181.867095,181.848908,181.885282,306.59,52.72,87.38
2024-01-02T09:30:02.800000,MSFT,373.072157,373.03485,373.109465,128.49,309.42,110.16
2024-01-02T09:30:02.800000,GOOGL,140.209828,140.195807,140.223849,355.78,390.92,53.4
2024-01-02T09:30:02.900000,AAPL,181.8908,181.872611,181.908989,142.8,318.13,196.22
2024-01-02T09:30:02.900000,MSFT,373.108328,373.071017,373.145638,273.92,480.48,113.75
2024-01-02T09:30:02.900000,GOOGL,140.209493,140.195472,140.223514,148.37,387.74,187.64
